id,created_at,text
583569390261534721,2015-04-02 09:59:19,"b'RT @RipuhTeuPuguh: Nu sok maen CoC, Yu join kadieu. War bareng @uyuhanbanget @kaduhungbanget @aingdadas @MarioTonggoh dan jomblo lainnya ht\xe2\x80\xa6'"
583569037658988545,2015-04-02 09:57:55,b'@rakaputraprtama Koplokk siah :v'
583206961467908098,2015-04-01 09:59:09,b'RT @Lenovo_ID: Yuk jadi bagian dari Filosofi Kopi Movie bersama Lenovo &amp; @Intel_Indonesia. Submit sekarang di http://t.co/f3qcDAoeKT http:/\xe2\x80\xa6'
583206622471684096,2015-04-01 09:57:48,b'aku tanpamu bagaikan ambulan tanpa uwiw-uwiw :v'
582846740384124928,2015-03-31 10:07:46,b'Goblogg :(( http://t.co/eorE3DZzli'
582843777838026752,2015-03-31 09:56:00,"b'Hai Very|@FadhlanGehu Goblok babeh aing,dasar yayat| Sianying apaleun ngaran babeh aing oge:( Belum sahabat sejati kalo belum pasirik2 kolot'"
582773734693425152,2015-03-31 05:17:40,b'Cendol leuwih sehat tibatan kabogoh (y) kecuali cendol na make borakss :(( #JombloItusehat'
582772360048078848,2015-03-31 05:12:12,b'aing jomblo lain ku sabab teu laku :(( ku sabab teu boga Ninja / Satria FU :(( anyingg #JombloItusehat'
582772086529097728,2015-03-31 05:11:07,b'Kieuu yeuh jomblo mah modol ge sorangan eweh nu maturan :(( #JombloItusehat'
582129721690861568,2015-03-29 10:38:35,b'Lieur nga bandungan si rendy anjing :(( dasar goblok'
581793797836828672,2015-03-28 12:23:45,"b'Malam minggu , mending di imah we sieun di sumput keun ku jurig :(('"
581793361159409667,2015-03-28 12:22:01,"b'.Selamat malam minggu untuk wilayah dada , paha dan sekitar nya'"
581390306949472256,2015-03-27 09:40:25,"b'Pura pura tegar padahal hate mah, ngajeuriit, anyingg :(('"
581390148601921537,2015-03-27 09:39:47,"b'HIRUP MAH TONG ASA PANGAINGNA , SAMEMEH NGAHINA HIRUP BATUR, NGACA HEULA DIRI SORANGAN GEUS BENER CAN!!!!#Sore'"
581370414351314945,2015-03-27 08:21:22,"b'diam itu emas, emas itu kuning, kuning itu?'"
